model_name,therapeutic_area_name,limit,relative_risk,relative_risk_low,relative_risk_high,n_exposed,n_exposed_true,stratum,model_slug
p3_lambdarank,reproductive system or breast disease,20,1.2657894736842106,0.41376222413477365,3.872327869080342,20.0,2.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,30,1.2693333333333334,0.5062676138206198,3.1825206020031773,30.0,3.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,40,1.272972972972973,0.5711140752750515,2.8373669290836996,40.0,4.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,50,1.5533333333333332,0.8053537888708483,2.9960055788989197,50.0,6.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,60,2.0043478260869563,1.1678140623406388,3.440111176506515,60.0,9.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,70,2.1390191897654582,1.3042824400860764,3.5079848915875327,70.0,11.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,80,2.6845238095238098,1.7430764678389647,4.134453202064582,80.0,15.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,90,3.417624521072797,2.3237008835921835,5.026532222590474,90.0,20.0,all,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,100,4.41,3.0924314393578056,6.288934898436655,100.0,26.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,10,1.1962264150943398,0.24753794376698418,5.780760777089045,10.0,1.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,20,0.5886792452830188,0.11676620401989535,2.9678386544786406,20.0,1.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,30,0.38616352201257864,0.07554263292427442,1.97401467172375,30.0,1.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,40,0.5807692307692308,0.18308204582397955,1.8423046229916362,40.0,2.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,50,0.45692307692307693,0.14320599954872754,1.4578907230336577,50.0,2.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,60,0.9931972789115645,0.4741890977557344,2.0802689043379785,60.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,70,0.836734693877551,0.3977781396113615,1.7600890501986792,70.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,80,0.7193877551020408,0.3409044864730856,1.5180754807449917,80.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,90,0.6281179138321995,0.2969238983245979,1.3287314221020057,90.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,100,0.5551020408163265,0.2618982942302905,1.1765570166237918,100.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,10,2.0764705882352943,1.0845191473412552,3.975706758499026,10.0,4.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,20,1.288888888888889,0.6731255325919998,2.4679416950718394,20.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,30,0.8469135802469135,0.42760902677379065,1.6773794927067438,30.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,40,0.625925925925926,0.31093469931468465,1.260017828855182,40.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,50,0.49333333333333335,0.2427365531484991,1.002641648408373,50.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,60,0.4049382716049383,0.19799458171174292,0.8281792481024723,60.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,70,0.34179894179894177,0.16638169118569995,0.702159689460575,70.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,80,0.29444444444444445,0.14285785148759458,0.6068797056753029,80.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,90,0.2576131687242798,0.12467028127009215,0.5323204858773734,90.0,5.0,all,P3_LAMBDARAN
p3_lambdarank,urinary system disease,100,0.22814814814814816,0.11018808378157795,0.47238844453098405,100.0,5.0,all,P3_LAMBDARAN
rdg__all__positive,cancer or benign tumor,10,3.442241379310345,0.7178017694057073,16.50737880354712,10.0,1.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,20,5.24078947368421,2.1551582005281293,12.744249726423154,20.0,3.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,30,4.687905604719764,2.147500973611974,10.233503606659523,30.0,4.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,40,3.5070796460176994,1.5837488497519596,7.766135170635133,40.0,4.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,50,3.529464285714286,1.7274982158020462,7.211074390805688,50.0,5.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,60,4.181969696969697,2.2849916790496807,7.6538005397229165,60.0,7.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,70,3.5754545454545457,1.943262326932835,6.578563804501429,70.0,7.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,80,3.1205681818181814,1.6893490464345757,5.764318391115365,80.0,7.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,90,3.1910295616717637,1.7930577448732896,5.678941290417097,90.0,8.0,all,RDG-T
rdg__all__positive,cancer or benign tumor,100,2.864587155963303,1.605447965702254,5.111258508163809,100.0,8.0,all,RDG-T
rdg__all__positive,cardiovascular disease,10,2.8541935483870966,1.992615681977727,4.088305078262244,10.0,7.0,all,RDG-T
rdg__all__positive,cardiovascular disease,20,1.6155844155844157,1.0149040821114945,2.571782939771936,20.0,8.0,all,RDG-T
rdg__all__positive,cardiovascular disease,30,1.2,0.7477840484925476,1.9256896465000626,30.0,9.0,all,RDG-T
rdg__all__positive,cardiovascular disease,40,1.4236486486486486,0.9800601512898345,2.0680113073995825,40.0,14.0,all,RDG-T
rdg__all__positive,cardiovascular disease,50,1.3881379310344828,0.9829615492382466,1.9603278653880012,50.0,17.0,all,RDG-T
rdg__all__positive,cardiovascular disease,60,1.3661971830985915,0.9886929692198072,1.887840615048983,60.0,20.0,all,RDG-T
rdg__all__positive,cardiovascular disease,70,1.7074626865671643,1.3021498239835405,2.238935007570995,70.0,28.0,all,RDG-T
rdg__all__positive,cardiovascular disease,80,1.7292307692307693,1.3355745743998242,2.238915827368293,80.0,32.0,all,RDG-T
rdg__all__positive,cardiovascular disease,90,1.8795698924731183,1.4771255714528209,2.391660566282632,90.0,38.0,all,RDG-T
rdg__all__positive,cardiovascular disease,100,2.0846153846153848,1.6624785387777319,2.6139412933234527,100.0,45.0,all,RDG-T
rdg__all__positive,endocrine system disease,10,8.616666666666667,2.891452163509436,25.67808154720736,10.0,2.0,all,RDG-T
rdg__all__positive,endocrine system disease,20,4.266666666666667,1.3480037958849067,13.504742716613796,20.0,2.0,all,RDG-T
rdg__all__positive,endocrine system disease,30,2.816666666666667,0.872801433785014,9.089823646033672,30.0,2.0,all,RDG-T
rdg__all__positive,endocrine system disease,40,3.273913043478261,1.2358318047831294,8.673111158632167,40.0,3.0,all,RDG-T
rdg__all__positive,endocrine system disease,50,2.5396419437340154,0.9515509889716757,6.778177183487825,51.0,3.0,all,RDG-T
rdg__all__positive,endocrine system disease,60,2.981818181818182,1.2531105169152474,7.095335606398742,60.0,4.0,all,RDG-T
rdg__all__positive,endocrine system disease,70,2.4916773367477596,1.0429461530021369,5.952805840063046,71.0,4.0,all,RDG-T
rdg__all__positive,endocrine system disease,80,2.1909090909090914,0.9148155043586077,5.247049948058673,80.0,4.0,all,RDG-T
rdg__all__positive,endocrine system disease,90,1.9272727272727275,0.803020209668278,4.625512683950559,90.0,4.0,all,RDG-T
rdg__all__positive,endocrine system disease,100,1.7163636363636363,0.7139292042919387,4.126325291809705,100.0,4.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,10,13.840000000000002,6.91777653119764,27.688896733823626,10.0,4.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,20,6.862857142857143,3.1304195601986975,15.045525769803138,20.0,4.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,30,5.838235294117647,2.8225373986317197,12.076010530809734,30.0,5.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,40,4.341911764705882,2.0671828021274563,9.119753585938057,40.0,5.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,50,5.123125000000001,2.690815986271562,9.754070846736887,50.0,7.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,60,5.805,3.2308168364010057,10.430187381819572,60.0,9.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,70,5.669950738916256,3.2122882178699244,10.007925566235347,70.0,10.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,80,4.918103448275862,2.7746050121188484,8.71754409088729,80.0,10.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,90,4.333333333333333,2.4367562109453784,7.706055161953455,90.0,10.0,all,RDG-T
rdg__all__positive,gastrointestinal disease,100,3.8655172413793104,2.1680746119408623,6.891932344535146,100.0,10.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",10,3.5809248554913293,1.6033815641817755,7.997486753703158,10.0,3.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",20,1.7817919075144508,0.7363409727344085,4.311565591541652,20.0,3.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",30,1.1820809248554913,0.47637139203779105,2.9332477480015493,30.0,3.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",40,1.183139534883721,0.5372855878682371,2.6053540065328473,40.0,4.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",50,1.9285714285714286,1.1163979728646358,3.3315966577386646,50.0,8.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",60,3.12888198757764,2.122138753995669,4.6132244999319125,60.0,15.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",70,3.8806451612903223,2.801007505788578,5.376425031608854,70.0,21.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",80,5.124143835616438,3.9070399329347985,6.720394595087473,80.0,30.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",90,5.47478329393223,4.242168007342809,7.065550459962559,90.0,35.0,all,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",100,5.998148148148148,4.718265257709145,7.6252137686301475,100.0,41.0,all,RDG-T
rdg__all__positive,hematologic disease,10,11.822222222222223,5.919698241199782,23.610145750145186,10.0,4.0,all,RDG-T
rdg__all__positive,hematologic disease,20,5.855555555555556,2.6751448387982473,12.817074562437709,20.0,4.0,all,RDG-T
rdg__all__positive,hematologic disease,30,4.9714285714285715,2.4077706631975033,10.264724302270064,30.0,5.0,all,RDG-T
rdg__all__positive,hematologic disease,40,4.561764705882353,2.314739196935557,8.990082882505082,40.0,6.0,all,RDG-T
rdg__all__positive,hematologic disease,50,4.344242424242425,2.2868656778785095,8.252536396495039,50.0,7.0,all,RDG-T
rdg__all__positive,hematologic disease,60,4.906451612903226,2.7383170686765315,8.791263694454354,60.0,9.0,all,RDG-T
rdg__all__positive,hematologic disease,70,4.16405529953917,2.31129442870194,7.502011133803627,70.0,9.0,all,RDG-T
rdg__all__positive,hematologic disease,80,4.141666666666667,2.343661479993208,7.319061615428986,80.0,10.0,all,RDG-T
rdg__all__positive,hematologic disease,90,4.147126436781609,2.3841523725417457,7.2137409843136115,90.0,11.0,all,RDG-T
rdg__all__positive,hematologic disease,100,3.6944827586206896,2.118239491775383,6.443654226418744,100.0,11.0,all,RDG-T
rdg__all__positive,immune system disease,10,13.190000000000001,7.474279778766845,23.27663736835708,10.0,5.0,all,RDG-T
rdg__all__positive,immune system disease,20,6.545,3.326884927842426,12.876016432519341,20.0,5.0,all,RDG-T
rdg__all__positive,immune system disease,30,5.302040816326531,2.7864359554274167,10.088743207335051,30.0,6.0,all,RDG-T
rdg__all__positive,immune system disease,40,3.9459183673469385,2.038215695397287,7.639167825528392,40.0,6.0,all,RDG-T
rdg__all__positive,immune system disease,50,5.004782608695652,2.8856571261933395,8.680119593191142,50.0,9.0,all,RDG-T
rdg__all__positive,immune system disease,60,4.13804347826087,2.3666314377534405,7.235348755542585,60.0,9.0,all,RDG-T
rdg__all__positive,immune system disease,70,3.9968253968253964,2.3328652818199727,6.847636413983571,70.0,10.0,all,RDG-T
rdg__all__positive,immune system disease,80,3.903125,2.3181205018744024,6.571869216163126,80.0,11.0,all,RDG-T
rdg__all__positive,immune system disease,90,3.4416666666666664,2.0367553523103767,5.8156564709689285,90.0,11.0,all,RDG-T
rdg__all__positive,immune system disease,100,3.0725000000000002,1.8131273312387381,5.206615160089374,100.0,11.0,all,RDG-T
rdg__all__positive,integumentary system disease,10,0.0,0.0,,10.0,0.0,all,RDG-T
rdg__all__positive,integumentary system disease,20,1.1696428571428572,0.22875612753608632,5.98044925834607,20.0,1.0,all,RDG-T
rdg__all__positive,integumentary system disease,30,0.7678571428571429,0.14812657429973194,3.980410636133923,30.0,1.0,all,RDG-T
rdg__all__positive,integumentary system disease,40,1.8317307692307692,0.6968538710013058,4.814836726278956,40.0,3.0,all,RDG-T
rdg__all__positive,integumentary system disease,50,2.0,0.8529898296518277,4.68938768195245,50.0,4.0,all,RDG-T
rdg__all__positive,integumentary system disease,60,2.1354166666666665,0.9814379864016892,4.64624805994765,60.0,5.0,all,RDG-T
rdg__all__positive,integumentary system disease,70,2.254658385093168,1.092130585458863,4.6546489047691,70.0,6.0,all,RDG-T
rdg__all__positive,integumentary system disease,80,2.3664772727272725,1.1912716556942562,4.701039142135037,80.0,7.0,all,RDG-T
rdg__all__positive,integumentary system disease,90,3.421052631578947,1.8495009400321514,6.327977918102483,90.0,10.0,all,RDG-T
rdg__all__positive,integumentary system disease,100,3.513888888888889,1.9212581612583186,6.4267339873626925,100.0,11.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,10,8.694736842105263,5.413200522858989,13.965573311800242,10.0,6.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,20,6.8,4.290277594941429,10.777857370935752,20.0,9.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,30,5.069182389937107,3.1443978955225855,8.172187794375118,30.0,10.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,40,4.209615384615384,2.614251675412331,6.778559942433821,40.0,11.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,50,4.491428571428572,2.9015130231330812,6.952555598203721,50.0,14.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,60,3.6952380952380954,2.3630546135270256,5.778446465999419,60.0,14.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,70,3.419642857142857,2.1999952116037518,5.315446692215073,70.0,15.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,80,3.217021276595745,2.0821728657352088,4.970397061828694,80.0,16.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,90,2.8217494089834516,1.8186059583644978,4.37822700980209,90.0,16.0,all,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,100,2.72,1.764603560895582,4.192669766712429,100.0,17.0,all,RDG-T
rdg__all__positive,nervous system disease,10,1.865909090909091,0.38829402623007797,8.966444241596982,10.0,1.0,all,RDG-T
rdg__all__positive,nervous system disease,20,1.8758620689655174,0.614102092663211,5.730087136689536,20.0,2.0,all,RDG-T
rdg__all__positive,nervous system disease,30,2.544313725490196,1.1604096392994612,5.578661288634132,30.0,4.0,all,RDG-T
rdg__all__positive,nervous system disease,40,2.3988095238095237,1.1794433634535262,4.878815982032537,40.0,5.0,all,RDG-T
rdg__all__positive,nervous system disease,50,2.7351219512195124,1.4964562485608703,4.9990717037248125,50.0,7.0,all,RDG-T
rdg__all__positive,nervous system disease,60,2.265040650406504,1.2300980774733383,4.1707317830558255,60.0,7.0,all,RDG-T
rdg__all__positive,nervous system disease,70,1.929268292682927,1.0422663296375372,3.5711372797067145,70.0,7.0,all,RDG-T
rdg__all__positive,nervous system disease,80,2.7711538461538465,1.6890790061427874,4.546438391055394,80.0,11.0,all,RDG-T
rdg__all__positive,nervous system disease,90,3.518018018018018,2.28787162997787,5.409591435520854,90.0,15.0,all,RDG-T
rdg__all__positive,nervous system disease,100,3.1459459459459462,2.0388225481997075,4.854260565027016,100.0,15.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,10,0.0,0.0,,10.0,0.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,20,1.2657894736842106,0.41376222413477365,3.872327869080342,20.0,2.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,30,4.666666666666667,2.9278678463916066,7.438101348944891,30.0,10.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,40,5.607142857142858,3.7929337368372567,8.28911159587631,40.0,15.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,50,6.867368421052631,4.861762832134394,9.700339292315203,50.0,21.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,60,7.248427672955975,5.192699010148596,10.117995213547045,60.0,25.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,70,7.7107871720116625,5.5604332071698375,10.692735007659913,70.0,29.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,80,7.843478260869566,5.659124195602855,10.870966796688203,80.0,32.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,90,7.658585858585859,5.51372200845558,10.637811856198486,90.0,34.0,all,RDG-T
rdg__all__positive,reproductive system or breast disease,100,8.379,6.025559152420184,11.651639163114162,100.0,38.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,10,3.7294117647058824,1.6349028063211661,8.507240954600457,10.0,3.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,20,3.183673469387755,1.619685232484864,6.257868230442227,20.0,5.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,30,2.5583333333333336,1.3457346890663047,4.863565974497941,30.0,6.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,40,1.8875,0.9758737579582889,3.6507347604609692,40.0,6.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,50,1.4849999999999999,0.7600439388986432,2.9014440970288176,50.0,6.0,all,RDG-T
rdg__all__positive,respiratory or thoracic disease,60,1.4496453900709219,0.7736384678182897,2.7163485844753312,60.0,7.0,all,RDG-T
